Position,Value
50,45.0098
51,41.7641
52,42.6812
53,38.1299
54,36.1467
55,36.4996
56,41.5804
57,47.4573
58,50.5671
59,49.0224
60,49.536
61,44.9992
62,54.755
63,40.7405
64,44.1389
65,46.2345
66,33.0242
67,45.1599
68,47.4195
69,51.0562
70,37.5996
71,49.832
72,47.5493
73,43.9772
74,47.6954
75,48.8192
76,46.8586
77,42.669
78,50.2532
79,50.9201
80,51.466
81,48.3854
82,42.2391
83,36.8442
84,44.2599
85,50.8912
86,49.3843
87,46.9517
88,45.3704
89,48.7812
90,46.4494
91,51.5921
92,40.7257
93,46.3159
94,46.8737
95,49.3139
96,50.5493
97,45.1589
98,45.0025
99,36.2223
100,42.7411
101,42.1527
102,53.3481
103,42.0022
104,46.3913
105,38.7175
106,37.3854
107,35.836
108,38.2176
109,43.3415
110,47.3521
111,50.0959
112,42.3439
113,46.6237
114,49.4514
115,33.4279
116,44.496
117,46.4185
118,37.4937
119,37.5599
120,41.972
121,44.0287
122,44.6405
123,43.9904
124,48.7312
125,58.2394
126,51.0488
127,56.1879
128,54.7694
129,59.3317
130,43.2672
131,47.6184
132,37.6035
133,43.3178
134,44.3297
135,43.9639
136,36.9083
137,41.3746
138,48.0774
139,42.4703
140,45.5953
141,41.4331
142,45.2715
143,43.6508
144,40.1522
145,35.9219
146,43.0094
147,54.1051
148,41.9848
149,50.1251
150,48.022
151,41.3896
152,48.4185
153,41.9013
154,36.7767
155,39.1677
156,40.4287
157,38.8728
158,40.2077
159,39.0251
160,38.1274
161,41.7563
162,40.3414
163,47.9936
164,41.8139
165,44.4614
166,41.3235
167,39.7149
168,37.3285
169,44.7881
170,39.9206
171,41.8956
172,43.9974
173,38.9427
174,51.0228
175,43.9673
176,35.8337
177,53.9727
178,41.0974
179,43.3533
180,40.5344
181,38.6044
182,36.0363
183,45.3753
184,35.8342
185,46.8525
186,44.5555
187,44.0816
188,45.9759
189,41.0498
190,42.6726
191,45.1706
192,40.161
193,36.2616
194,39.162
195,39.8256
196,48.7135
197,40.1518
198,41.6906
199,36.7208
200,16.248
